1;arms_factory;2953.00;10.45;1369.00;4.84;0
1;arms_factory;2942.00;10.03;1368.00;0.12;0
1;arms_factory;2943.00;10.73;1369.00;2.78;0
1;arms_factory;2947.00;10.88;1361.00;5.45;0
1;arms_factory;2947.00;11.80;1363.00;2.19;0
1;arms_factory;2947.00;12.38;1364.00;4.85;0
1;industrial_complex;2950.00;10.60;1356.00;1.23;0
1;industrial_complex;2950.00;10.60;1356.00;5.35;0
1;industrial_complex;2951.00;11.07;1370.00;5.45;0
1;industrial_complex;2947.00;13.63;1368.00;3.29;0
1;industrial_complex;2947.00;13.63;1368.00;5.96;0
1;industrial_complex;2951.00;11.15;1361.00;2.34;0
1;air_base;2951.00;11.15;1361.00;3.90;0
1;naval_base;2954.00;9.93;1368.00;0.98;5579
1;naval_base;2948.00;9.50;1351.00;-0.79;5579
1;naval_base;2941.00;9.50;1369.00;-2.60;5555
1;bunker;2953.00;10.45;1369.00;3.81;0
1;bunker;2944.00;10.10;1363.00;0.19;0
1;bunker;2948.00;9.80;1354.00;2.85;0
1;coastal_bunker;2950.00;9.53;1374.00;-3.00;0
1;coastal_bunker;2941.00;9.50;1360.00;-0.79;0
1;coastal_bunker;2944.00;10.25;1371.00;-2.60;0
1;dockyard;2952.00;9.50;1374.00;-3.00;0
1;anti_air_building;2950.00;10.60;1356.00;2.86;0
1;anti_air_building;2951.00;10.73;1357.00;5.52;0
1;anti_air_building;2952.00;10.78;1370.00;1.90;0
1;synthetic_refinery;2947.00;13.63;1368.00;6.03;0
1;fuel_silo;2947.00;13.00;1369.00;1.31;0
1;radar_station;2948.00;13.38;1365.00;5.27;0
1;rocket_site;2950.00;12.15;1362.00;1.81;0
1;nuclear_reactor;2944.00;10.88;1365.00;4.47;0
2;arms_factory;3004.00;10.13;1365.00;2.78;0
2;arms_factory;3009.00;11.05;1360.00;5.45;0
2;arms_factory;3006.00;10.15;1357.00;2.19;0
2;arms_factory;3001.00;9.82;1362.00;4.85;0
2;arms_factory;3006.00;11.18;1369.00;1.23;0
2;arms_factory;3005.00;10.25;1363.00;5.35;0
2;industrial_complex;3003.00;9.80;1359.00;5.45;0
2;industrial_complex;3002.00;9.70;1356.00;3.29;0
2;industrial_complex;2996.00;9.60;1361.00;5.96;0
2;industrial_complex;3007.00;10.88;1365.00;2.34;0
2;industrial_complex;3010.00;11.28;1360.00;3.90;0
2;industrial_complex;3002.00;9.68;1358.00;1.74;0
2;air_base;3000.00;9.88;1363.00;4.40;0
2;naval_base;3003.00;9.50;1352.00;-0.46;5656
2;naval_base;2995.00;9.50;1360.00;-1.11;5656
2;bunker;3005.00;10.07;1359.00;0.19;0
2;bunker;2998.00;9.68;1359.00;2.85;0
2;coastal_bunker;3001.00;9.50;1353.00;-0.46;0
2;coastal_bunker;2991.00;9.50;1362.00;-1.11;0
2;dockyard;3003.00;9.50;1353.00;-0.46;0
2;anti_air_building;3003.00;9.73;1358.00;1.30;0
2;anti_air_building;3001.00;9.57;1355.00;2.86;0
2;anti_air_building;3000.00;9.70;1358.00;5.52;0
2;synthetic_refinery;3005.00;10.28;1364.00;1.90;0
2;fuel_silo;3005.00;10.13;1360.00;6.03;0
2;radar_station;3002.00;9.85;1361.00;2.32;0
2;rocket_site;3001.00;9.75;1361.00;3.97;0
2;nuclear_reactor;3004.00;10.25;1367.00;1.81;0
3;arms_factory;2927.00;10.60;1464.00;2.19;0
3;arms_factory;2931.00;15.25;1446.00;4.85;0
3;arms_factory;2935.00;14.03;1458.00;1.23;0
3;arms_factory;2925.00;14.48;1448.00;5.35;0
3;arms_factory;2921.00;12.68;1455.00;5.45;0
3;arms_factory;2932.00;14.28;1454.00;3.29;0
3;industrial_complex;2922.00;13.07;1445.00;5.96;0
3;industrial_complex;2930.00;12.38;1461.00;2.34;0
3;industrial_complex;2923.00;14.20;1450.00;3.90;0
3;industrial_complex;2926.00;16.20;1441.00;1.74;0
3;industrial_complex;2924.00;14.48;1454.00;4.40;0
3;industrial_complex;2926.00;14.35;1446.00;0.79;0
3;air_base;2932.00;15.68;1448.00;3.81;0
3;bunker;2929.00;15.07;1451.00;0.19;0
3;bunker;2930.00;15.18;1446.00;2.85;0
3;bunker;2928.00;15.40;1439.00;4.41;0
3;bunker;2923.00;14.45;1453.00;2.25;0
3;bunker;2923.00;10.82;1464.00;3.46;0
3;bunker;2919.00;10.78;1456.00;1.30;0
3;bunker;2933.00;14.05;1458.00;2.86;0
3;anti_air_building;2935.00;15.90;1452.00;5.52;0
3;anti_air_building;2927.00;13.75;1455.00;1.90;0
3;anti_air_building;2923.00;14.03;1448.00;6.03;0
3;synthetic_refinery;2928.00;12.00;1460.00;1.31;0
3;fuel_silo;2930.00;14.90;1452.00;3.97;0
3;radar_station;2927.00;14.45;1452.00;0.46;0
3;rocket_site;2923.00;12.75;1457.00;4.47;0
3;nuclear_reactor;2928.00;15.28;1449.00;6.03;0
4;arms_factory;3038.00;13.68;1475.00;1.23;0
4;arms_factory;3047.00;13.78;1491.00;5.35;0
4;arms_factory;3043.00;13.00;1487.00;5.45;0
4;arms_factory;3054.00;13.20;1477.00;3.29;0
4;arms_factory;3043.00;12.78;1480.00;5.96;0
4;arms_factory;3062.00;10.03;1489.00;2.34;0
4;industrial_complex;3066.00;10.23;1484.00;3.90;0
4;industrial_complex;3040.00;13.38;1489.00;1.74;0
4;industrial_complex;3057.00;11.25;1469.00;4.40;0
4;industrial_complex;3044.00;14.90;1490.00;0.79;0
4;industrial_complex;3063.00;9.90;1490.00;3.81;0
4;industrial_complex;3046.00;13.38;1478.00;0.19;0
4;air_base;3041.00;12.80;1479.00;2.85;0
4;bunker;3053.00;13.38;1471.00;4.41;0
4;bunker;3068.00;9.88;1484.00;2.25;0
4;bunker;3051.00;11.30;1485.00;3.46;0
4;bunker;3048.00;12.03;1482.00;1.30;0
4;bunker;3044.00;14.03;1494.00;2.86;0
4;bunker;3066.00;9.73;1489.00;5.52;0
4;bunker;3042.00;12.53;1480.00;1.90;0
4;bunker;3039.00;13.32;1489.00;6.03;0
4;anti_air_building;3059.00;10.73;1468.00;1.31;0
4;anti_air_building;3050.00;11.15;1489.00;3.97;0
4;anti_air_building;3052.00;10.43;1488.00;1.81;0
4;synthetic_refinery;3052.00;14.20;1477.00;4.47;0
4;fuel_silo;3039.00;12.48;1479.00;6.03;0
4;radar_station;3052.00;13.10;1481.00;2.63;0
4;rocket_site;3069.00;9.80;1482.00;0.26;0
4;nuclear_reactor;3050.00;11.85;1483.00;0.36;0
5;arms_factory;3118.00;9.70;1606.00;5.45;0
5;arms_factory;3122.00;9.68;1610.00;3.29;0
5;arms_factory;3130.00;10.10;1605.00;5.96;0
5;arms_factory;3120.00;9.55;1617.00;2.34;0
5;arms_factory;3133.00;9.70;1610.00;3.90;0
5;arms_factory;3133.00;9.70;1613.00;1.74;0
5;industrial_complex;3127.00;9.65;1618.00;4.40;0
5;industrial_complex;3120.00;9.80;1602.00;0.79;0
5;industrial_complex;3114.00;9.70;1606.00;3.81;0
5;industrial_complex;3135.00;10.15;1603.00;0.19;0
5;industrial_complex;3125.00;9.80;1606.00;2.85;0
5;industrial_complex;3141.00;9.75;1607.00;4.41;0
5;air_base;3141.00;9.70;1609.00;2.25;0
5;naval_base;3124.00;9.57;1614.00;-1.77;2256
5;naval_base;3118.00;9.50;1612.00;-2.68;2309
5;naval_base;3128.00;9.55;1624.00;-1.82;2256
5;bunker;3124.00;9.80;1601.00;5.52;0
5;bunker;3120.00;9.78;1607.00;1.90;0
5;bunker;3146.00;9.80;1608.00;6.03;0
5;bunker;3135.00;9.70;1618.00;1.31;0
5;bunker;3128.00;9.80;1610.00;3.97;0
5;bunker;3134.00;9.70;1610.00;1.81;0
5;bunker;3132.00;9.63;1620.00;4.47;0
